doc_id,rec_id,extraction_type,confidence,source_text,page,actor_raw,actor_type,action_raw,target_raw,instrument_type,strength,geographic_scope,timeframe,policy_domain,expected_outcomes,implementation_steps,trade_offs
biw_2,biw_2_rec_016,recommendation,0.9,Establish reduced fees for utilizing national research institutes for wood-related research.,19,,,Establish reduced fees for utilizing national research institutes,,,,,,,,,
biw_2,biw_2_rec_017,recommendation,0.9,The lack of harmonization on the technical values for construction products Declaration of Performance (DoPs) versus Industry Foundation Classes (IFCs) needs to be addressed.,20,,,Address the lack of harmonization on the technical values for construction products,,,,,,,,,
biw_2,biw_2_rec_018,recommendation,0.9,The need for further development of reference floors to address lightweight construction impact sound levels at low frequencies should be prioritized.,20,,,Prioritize the development of reference floors,,,,,,,,,
biw_2,biw_2_rec_019,recommendation,0.9,Continuous improvements of standardisation and regulation is needed to secure healthy and safe use of wood-based construction products.,20,,,Secure healthy and safe use of wood-based construction products,,,,,,,,,
biw_2,biw_2_rec_020,recommendation,0.9,"The importance of collaboration, innovation, and clear guidelines to drive the use of sustainable wood products and address the environmental impact of construction materials should be emphasized.",20,,,"Emphasize collaboration, innovation, and clear guidelines",,,,,,,,,
coupled_1,coupled_1_rec_001,recommendation,0.9,1. Apply telecoupling frameworks to assess commodities linked to high-impact environmental degradation.,16,EU policy makers,eu_institutions,Apply telecoupling frameworks to assess commodities,commodities linked to high-impact environmental degradation,,,,,,,,
coupled_1,coupled_1_rec_002,recommendation,0.9,2. Ensure traceability and transparency of trade flows through appropriate monitoring.,16,EU,eu_institutions,Ensure traceability and transparency of trade flows,trade flows,,,,,,,,
coupled_1,coupled_1_rec_003,recommendation,0.9,3. Recognise the displaced environmental impacts of trade in trade agreements.,16,EU,eu_institutions,Recognise the displaced environmental impacts of trade,trade agreements,,,,,,,,
coupled_1,coupled_1_rec_004,recommendation,0.9,4. Ensure multi-stakeholder engagement and transdisciplinary research to find solutions to telecoupled impacts.,16,EU,eu_institutions,Ensure multi-stakeholder engagement and transdisciplinary research,solutions to telecoupled impacts,,,,,,,,
coupled_1,coupled_1_rec_005,recommendation,0.9,5. Fund research into telecoupling.,16,EU,eu_institutions,Fund research into telecoupling,,,,,,,,,
coupled_2,coupled_2_rec_001,recommendation,0.9,Supply chain sustainability initiatives need to consider sourcing patterns in their design.,1,,,,,,,,,,,,
coupled_2,coupled_2_rec_002,recommendation,0.9,Territorial planning may consider why companies prefer to locate and source consistently from specific regions while others prefer to source volatilely.,3,,,,,,,,,,,,
coupled_2,coupled_2_rec_003,recommendation,0.9,"Using this type of supply chain relationship analyses, we can elicit these patterns and behaviours by looking at historical patterns and project the supply chain reconfiguration or consequences in the face of similar changes or interventions.",3,,,,,,,,,,,,
coupled_2,coupled_2_rec_004,recommendation,0.9,"This knowledge, thus, may contribute to the design of public policies for territorial planning, for example, that generally do not consider companies’ geographic sourcing patterns.",3,,,,,,,,,,,,
coupled_2,coupled_2_rec_005,recommendation,0.9,Supply chain relationships knowledge may contribute to design targeted interventions that consider the companies’ geographic relationship patterns and propose tailored approaches to each of them acknowledging their geographic sourcing differences.,3,,,,,,,,,,,,
coupled_3,coupled_3_rec_001,recommendation,0.9,We recommend a novel accounting scheme to increase the effectiveness and fairness of the Regulation 2018/841.,1,the European Commission (EC),eu_institutions,amend its carbon emissions accounting rules,Regulation 2018/841,,,,,,"[""increase the effectiveness and fairness of the Regulation 2018/841""]",,
coupled_3,coupled_3_rec_002,policy_option,0.8,"We suggest an alternative accounting approach, based on the potential carbon sink concept.",1,,,,,,,,,,,,
coupled_3,coupled_3_rec_003,policy_option,0.8,"In a potential carbon sink approach, all Member States should reach a fixed percentage of their potential carbon stock by the end of the accounting period (in this case, 2030).",2,,,,,,,,,,,,
coupled_3,coupled_3_rec_004,recommendation,0.9,"Further enhanced approaches should consider forest age, by requiring member states with still young forests to increase their carbon stocks faster.",2,the European Commission (EC),eu_institutions,consider forest age in accounting approaches,member states with still young forests,,,,,,,,"[""mitigate potential adverse effects on ecosystem resilience""]"
desira_1,desira_1_rec_001,policy_option,0.9,"Policies should aim at creating more resilient forest ecosystems, economically and socially revitalised rural areas, and quick and coordinated technological uptake for wildfires management.",64,,,,,,,,,,,,
desira_1,desira_1_rec_002,policy_option,0.9,"Policies should look at new strategies to revitalise rural and forest areas, capitalising on existing resources and knowledge.",64,,,,,,,,,,,,
desira_1,desira_1_rec_003,recommendation,0.9,A politikának ösztönöznie kell a mezőgazdasági szereplők adatgyűjtését és azok feldolgozását.,124,politika,unspecified,ösztönöznie kell a mezőgazdasági szereplők adatgyűjtését és azok feldolgozását,,,,,,,,,
desira_1,desira_1_rec_004,recommendation,0.9,Csökkenteni kell az adatokhoz való hozzáférés költségeit.,124,,,csökkenteni kell az adatokhoz való hozzáférés költségeit,,,,,,,,,
desira_1,desira_1_rec_005,recommendation,0.9,"Támogatni kell a gazdaságokat a gazdaságszintű adatok gyűjtésében, a gazdaságirányítási alkalmazások használatában és az ezeken alapuló termelési döntések meghozatalában.",124,,,támogatni kell a gazdaságokat a gazdaságszintű adatok gyűjtésében,,,,,,,,,
desira_1,desira_1_rec_006,recommendation,0.9,A digitális készségeket fejleszteni és naprakészen tartani kell.,124,,,fejleszteni és naprakészen tartani kell a digitális készségeket,,,,,,,,,
desira_1,desira_1_rec_007,recommendation,0.9,Meg kell erősíteni az elméleti képzés és a gyakorlat közötti kapcsolatot.,124,,,meg kell erősíteni az elméleti képzés és a gyakorlat közötti kapcsolatot,,,,,,,,,
desira_1,desira_1_rec_008,recommendation,0.9,A felsőoktatásnak és az értéklánc szereplőinek szorosabban együtt kell működniük a közös tudásbázis kialakítása érdekében.,124,,,szorosabban együtt kell működniük a közös tudásbázis kialakítása érdekében,,,,,,,,,
desira_1,desira_1_rec_009,recommendation,0.9,"Biztosítani kell a digitalizációval foglalkozó tanácsadó testületek működését, és elérhetővé kell tenni az érdekeltek számára.",124,,,biztosítani kell a digitalizációval foglalkozó tanácsadó testületek működését,,,,,,,,,
desira_1,desira_1_rec_010,recommendation,0.9,"Olyan digitális ökoszisztémára van szükség, amelyben a mezőgazdasági szereplők alkalmazkodni tudnak a digitalizáció előnyeinek kihasználásához.",124,,,olyan digitális ökoszisztémára van szükség,,,,,,,,,
desira_1,desira_1_rec_011,recommendation,0.9,A mezőgazdasági szereplőkkel meg kell ismertetni a precíziós gazdálkodás előnyeit.,124,,,meg kell ismertetni a precíziós gazdálkodás előnyeit,,,,,,,,,
desira_1,desira_1_rec_012,recommendation,0.9,"Biztosítani kell, hogy a kistermelők hozzáférjenek a precíziós eszközökhöz, és a támogatási és szabályozási rendszert ennek megfelelően kell kialakítani.",124,,,"biztosítani kell, hogy a kistermelők hozzáférjenek a precíziós eszközökhöz",,,,,,,,,
desira_1,desira_1_rec_013,recommendation,0.9,A mezőgazdasági munkaerő folyamatos képzéssel történő fejlesztésével megállítható a vidéki népesség csökkenése.,124,,,a mezőgazdasági munkaerő folyamatos képzéssel történő fejlesztésével megállítható a vidéki népesség csökkenése,,,,,,,,,
desira_1,desira_1_rec_014,recommendation,0.9,"Ehhez elengedhetetlenek a nemzeti és helyi hatóságok által kínált, legalább részben uniós forrásokból támogatott, naprakész információs rendszerek, oktatási programok és képzések.",124,,,"elengedhetetlenek a nemzeti és helyi hatóságok által kínált, legalább részben uniós forrásokból támogatott, naprakész információs rendszerek, oktatási programok és képzések",,,,,,,,,
desira_1,desira_1_rec_015,recommendation,0.9,"Een interventie in de agrovoedingsketen, zodat landbouwers voor hun prijsvorming minder afhankelijk worden van de detailhandel in het bepalen van prijzen.",169,de overheid,unspecified,interventie in de agrovoedingsketen,landbouwers,,,,,,,,
desira_1,desira_1_rec_016,recommendation,0.9,Minimumprijzen vaststellen voor voedingsmiddelen die rekening houden met de kosten van het produceren van ecologisch en sociaal verantwoord voedsel.,169,de overheid,unspecified,minimumprijzen vaststellen,voedingsmiddelen,,,,,,,,
desira_1,desira_1_rec_017,recommendation,0.9,Wetgevende kaders vaststellen die ervoor zorgen dat de boer eigenaar is van de data die op de boerderij worden geproduceerd.,169,de overheid,unspecified,wetgevende kaders vaststellen,de boer,,,,,,,,
desira_1,desira_1_rec_018,recommendation,0.9,"Een transitie naar milieubeleid voor de lange termijn, waarbij boeren stabiliteit ervaren en milieubeleid grotendeels gelijk kan blijven voor enkele decennia.",169,de overheid,unspecified,transitie naar milieubeleid,boeren,,,,,,,,
desira_1,desira_1_rec_019,recommendation,0.9,Het vormen van voorbeeldboerderijen rond digitalisering waar andere boeren ervaring kunnen opdoen en kunnen delen rond digitale landbouwpraktijken.,169,de overheid,unspecified,vormen van voorbeeldboerderijen,andere boeren,,,,,,,,
desira_1,desira_1_rec_020,recommendation,0.9,Netwerken creëren rond deze voorbeeldboerderijen waar boeren samen werken rond digitalisering.,169,de overheid,unspecified,creëren van netwerken,boeren,,,,,,,,
diabolo,diabolo_rec_001,recommendation,0.9,"Further develop and financially support existing forest-related information tools (e.g. FOREST EUROPE Criteria & Indicators for SFM, FIS and ENFIN) to improve the exchange of forest information for and beyond the forest sector.",3,,,Further develop and financially support existing forest-related information tools,exchange of forest information,,,,,,,,
diabolo,diabolo_rec_002,recommendation,0.9,"Support capacity building for the provision of harmonized forest information in all Member States - not only for monitoring, but also for the implementation of EU forest-related policies and strategies.",3,,,Support capacity building for the provision of harmonized forest information,Member States,,,,,,,,
diabolo,diabolo_rec_003,recommendation,0.9,"A key challenge is the process of matching policy makers’ expectations for the use of up-to-date forest information to the practices of the primary forest data collection, which is restricted in terms of timing and technical aspects.",3,,,Match policy makers’ expectations for the use of up-to-date forest information,practices of the primary forest data collection,,,,,,,,
diabolo,diabolo_rec_004,recommendation,0.9,Remote sensing data with high temporal resolution constitute a valuable source to complement field measurements with less frequent updates.,3,,,Utilize remote sensing data with high temporal resolution,complement field measurements,,,,,,,,
ecopotential,ecopotential_rec_001,recommendation,0.9,"Expand the use of Earth Observation to monitor and manage ecosystem services in in-situ measurement networks, such as the eLTER RI, and virtual laboratory networks for data analysis and interpretation, such as the LifeWatch ERIC.",10,,,expand the use of Earth Observation to monitor and manage ecosystem services,ecosystem services,,,,,,,,
ecopotential,ecopotential_rec_002,recommendation,0.9,Incorporate Remote Sensing indicators in future environmental strategies.,10,,,incorporate Remote Sensing indicators in future environmental strategies,future environmental strategies,,,,,,,,
ecopotential,ecopotential_rec_003,recommendation,0.9,Invest in the integration of Remote Sensing and in-situ measurements.,10,,,invest in the integration of Remote Sensing and in-situ measurements,,,,,,,,,
ecopotential,ecopotential_rec_004,recommendation,0.9,Support innovative ideas alongside proven mechanisms of impact and scientific advancement.,11,,,support innovative ideas alongside proven mechanisms of impact and scientific advancement,,,,,,,,,
ecopotential,ecopotential_rec_005,recommendation,0.9,"Increase experience sharing and information flow among stakeholders, and consider a coordinated capacity approach.",11,,,increase experience sharing and information flow among stakeholders,stakeholders,,,,,,,,
desira_2,desira_2_rec_001,recommendation,0.9,"To achieve effective rural digitalisation in Europe, it is recommended to prioritise it as a strategic objective.",10,DESIRA,unspecified,prioritise it as a strategic objective,effective rural digitalisation in Europe,,,,,,,,
desira_2,desira_2_rec_002,recommendation,0.9,Rural digitalisation strategies should not solely focus on technology innovations and market-driven approaches.,10,DESIRA,unspecified,not solely focus on technology innovations and market-driven approaches,Rural digitalisation strategies,,,,,,,,
desira_2,desira_2_rec_003,recommendation,0.9,"To ensure accessible, high-quality connectivity and digital infrastructures in rural areas.",11,DESIRA,unspecified,"ensure accessible, high-quality connectivity and digital infrastructures",rural areas,,,,,,,,
desira_2,desira_2_rec_004,recommendation,0.9,"To increase interoperability of digital technologies for rural areas, forestry and farming.",11,DESIRA,unspecified,increase interoperability of digital technologies,"rural areas, forestry and farming",,,,,,,,
desira_2,desira_2_rec_005,recommendation,0.9,"To improve rural, forest and agriculture data governance and data management following ethical principles.",11,DESIRA,unspecified,"improve rural, forest and agriculture data governance and data management",ethical principles,,,,,,,,
desira_2,desira_2_rec_006,recommendation,0.9,To streamline digital education and competences adapted to different groups in rural areas.,11,DESIRA,unspecified,streamline digital education and competences,different groups in rural areas,,,,,,,,
desira_2,desira_2_rec_007,recommendation,0.9,To promote innovation and digital ecosystems in rural areas.,11,DESIRA,unspecified,promote innovation and digital ecosystems,rural areas,,,,,,,,
desira_2,desira_2_rec_008,recommendation,0.9,"To provide easy-to-use and affordable digital services to rural communities, farming and forestry.",11,DESIRA,unspecified,provide easy-to-use and affordable digital services,"rural communities, farming and forestry",,,,,,,,
desira_2,desira_2_rec_009,recommendation,0.9,To mainstream digital solutions to support service provision and administrative routines in rural areas.,11,DESIRA,unspecified,mainstream digital solutions,service provision and administrative routines in rural areas,,,,,,,,
desira_2,desira_2_rec_010,recommendation,0.9,"To support data-driven decisions in farming, forestry and rural areas.",11,DESIRA,unspecified,support data-driven decisions,"farming, forestry and rural areas",,,,,,,,
desira_2,desira_2_rec_011,recommendation,0.9,"To monitor rural digitalisation policies progress, impacts and efficiency.",11,DESIRA,unspecified,monitor rural digitalisation policies,"progress, impacts and efficiency",,,,,,,,
desira_2,desira_2_rec_012,recommendation,0.9,To raise awareness about the value of rural areas and to foster public engagement in rural issues.,11,DESIRA,unspecified,raise awareness about the value of rural areas,foster public engagement in rural issues,,,,,,,,
desira_2,desira_2_rec_013,recommendation,0.9,"To encourage the use of policy impact assessments in strategies related to rural digitalisation at European, national, regional and local level.",68,DESIRA,unspecified,encourage the use of policy impact assessments,strategies related to rural digitalisation,,,,,,,,
desira_2,desira_2_rec_014,recommendation,0.9,"To set up quantifiable indicators to monitor rural digitalisation progress, impacts and efficiency of policies, and to keep them updated.",68,DESIRA,unspecified,set up quantifiable indicators,"monitor rural digitalisation progress, impacts and efficiency of policies",,,,,,,,
desira_2,desira_2_rec_015,recommendation,0.9,To make data about rural digitalisation accessible through the Rural Observatory and the European data spaces.,68,DESIRA,unspecified,make data about rural digitalisation accessible,Rural Observatory and the European data spaces,,,,,,,,
desira_2,desira_2_rec_016,recommendation,0.9,To disaggregate rural data regarding digitalisation.,68,DESIRA,unspecified,disaggregate rural data regarding digitalisation,,,,,,,,,
desira_2,desira_2_rec_017,recommendation,0.9,To align the national and regional strategies influencing rural digitalisation with the EU’s LTVRA (to use rural proofing mechanisms).,71,DESIRA,unspecified,align the national and regional strategies,influencing rural digitalisation with the EU’s LTVRA,,,,,,,,
desira_2,desira_2_rec_018,recommendation,0.9,"To support digital innovations that help overcome existing constraints in rural areas (such as participation in decision making, access to services, etc.), enhancing local knowledge and public engagement.",71,DESIRA,unspecified,support digital innovations,overcome existing constraints in rural areas,,,,,,,,
desira_2,desira_2_rec_019,recommendation,0.9,To disseminate/to consolidate platforms supporting connections among rural-urban areas and among rural-rural.,71,DESIRA,unspecified,disseminate/to consolidate platforms,supporting connections among rural-urban areas and among rural-rural,,,,,,,,
desira_2,desira_2_rec_020,recommendation,0.9,To increase awareness about the specificities of rural areas to challenge the predominant urban-centric approach to societal issues.,71,DESIRA,unspecified,increase awareness about the specificities of rural areas,challenge the predominant urban-centric approach to societal issues,,,,,,,,
efface_1,efface_1_rec_001,recommendation,0.9,The European Commission should actively pursue such incremental increases in the level of due diligence required once basic implementation is in place in all member states.,2,The European Commission,eu_institutions,actively pursue incremental increases in the level of due diligence required,,,,,,,,,
efface_1,efface_1_rec_002,recommendation,0.9,"Establishing norms and timelines for implementation and enforcement, and identifying the member states that fail to meet them, through benchmarking, best practice transparency measures and peer accountability mechanisms, can help to improve the consistency of implementation of environmental legislation across the EU.",2,,,,,,,,,,,,
efface_1,efface_1_rec_003,recommendation,0.9,"The sharing of information between enforcement officials is key to capacity-building, cost-effective enforcement and the consistent application of legislation across the EU.",2,,,,,,,,,,,,
efface_1,efface_1_rec_004,recommendation,0.9,"If well designed and sufficiently resourced, such a system would make a significant contribution towards effective enforcement of the EUTR.",2,the European Commission,eu_institutions,provide resources to establish a system for the EUTR,,,,,,,,,
efface_2,efface_2_rec_001,recommendation,0.9,"The crimes discussed here and addressed by the EFFACE research project are manifestations of serious, transnational organised crime and should be treated as such.",9,the EU,eu_institutions,"treat environmental crimes as serious, transnational organised crime",environmental crimes,,,,,,,,
efface_2,efface_2_rec_002,recommendation,0.9,"It is already clear now that these crimes should also be considered by the Standing Committee on Operational Cooperation on Internal Security (COSI), a body of the EU Council which considers organised crime (particularly regarding illegal waste) as a threat to the security of the EU.",9,the EU Council,eu_institutions,consider environmental crimes as a threat to security,environmental crimes,,,,,,,,
efface_2,efface_2_rec_003,recommendation,0.9,Officially recognising at the EU level the seriousness and organised elements of environmental crime needs to take place in order to allocate sufficient resources to fighting environmental crimes that have impacts far beyond forests and seas.,10,the EU,eu_institutions,officially recognise the seriousness of environmental crime,environmental crime,,,,,,,,
efface_2,efface_2_rec_004,recommendation,0.9,The environmental dimension of this Strategy may need to be further developed.,9,the EU,eu_institutions,develop the environmental dimension of the EU Internal Security Strategy,EU Internal Security Strategy,,,,,,,,
efface_2,efface_2_rec_005,recommendation,0.9,"Both at the EU and at national level, the value of using and extending criminal law needs to be thoroughly considered in comparison to other policies and instruments the EU has at its disposal to contribute to a truly sustainable world.",10,the EU,eu_institutions,consider the value of using and extending criminal law,criminal law,,,,,,,,
efface_3,efface_3_rec_001,recommendation,0.9,"It is important that the EU institutions and MS authorities improve monitoring and collection of data on the impacts of environmental crime, including its economic impacts.",10,EU institutions and MS authorities,eu_institutions,"improve monitoring and collection of data on the impacts of environmental crime, including its economic impacts",,,,,,,"[""better understanding of the impacts of environmental crime"", ""improved targeting of enforcement activities"", ""enhanced policy development""]",,
efface_3,efface_3_rec_002,recommendation,0.9,"Therefore, good data are important.",10,,,,,,,,,,,,
efface_3,efface_3_rec_003,recommendation,0.9,Thus further effort is needed to improve the gathering of impact information.,10,,,,,,,,,,,,
efface_3,efface_3_rec_004,recommendation,0.9,"Policies should lead to reductions in impacts and these should, ideally, be focused where those impacts are most severe while taking into account the costs of the policy/enforcement measures.",10,,,,,,,,,,,,
efface_3,efface_3_rec_005,recommendation,0.9,"Identifying the strengths, weaknesses, opportunities and threats regarding data and information is undertaken in later work within the EFFACE project, which will lead to identification of specific policy recommendations on this issue and will be the subject of a further policy brief.",10,,,,,,,,,,,,
effect_2,effect_2_rec_001,recommendation,0.9,Integrating a landscape-scale environmental approach into the design of Agri-Environmental Schemes has been identified as an important step forward in achieving more effective delivery of environmental outcomes in European farmland.,9,policymakers,unspecified,integrate a landscape-scale environmental approach into the design of Agri-Environmental Schemes,Agri-Environmental Schemes,,,,,,"[""more effective delivery of environmental outcomes""]",,
effect_2,effect_2_rec_002,recommendation,0.8,Policymakers should be cautious in their adoption of coordination-improving mechanisms to avoid undesirable outcomes.,9,policymakers,unspecified,be cautious in their adoption of coordination-improving mechanisms,coordination-improving mechanisms,,,,,,,,
effect_2,effect_2_rec_003,recommendation,0.8,The disclosure of spatial environmental scoring rules could be an effective solution to enhance spatial coordination in the uncorrelated and negative landscape types.,9,policymakers,unspecified,consider the disclosure of spatial environmental scoring rules,spatial environmental scoring rules,,,,,,"[""enhance spatial coordination in the uncorrelated and negative landscape types""]",,
effect_2,effect_2_rec_004,recommendation,0.8,Incorporating the Agglomeration Bonus into auction design should be considered to better encourage coordination behaviour in the positive landscape type.,9,policymakers,unspecified,consider incorporating the Agglomeration Bonus into auction design,Agglomeration Bonus,,,,,,"[""better encourage coordination behaviour in the positive landscape type""]",,"[""no evidence was found regarding the improvement that the Agglomeration Bonus has on auction cost-effectiveness""]"
effect_1,effect_1_rec_001,recommendation,0.9,"Policy makers are advised to first study local conditions, such as existing social networks and organisational structures, to assess the feasibility of collectively providing agri-environmental services via farmer collectives.",25,policy makers,unspecified,"study local conditions, such as existing social networks and organisational structures, to assess the feasibility of collectively providing agri-environmental services via farmer collectives",collectively providing agri-environmental services via farmer collectives,,,,,,,,
effect_1,effect_1_rec_002,recommendation,0.9,Policy makers should take a closer look at this procedure and whether it can be simplified.,42,policy makers,unspecified,take a closer look at this procedure and whether it can be simplified,this procedure,,,,,,,,
effect_1,effect_1_rec_003,recommendation,0.9,The recently established irrigation communities may offer a solution to these problems.,42,,,,these problems,,,,,,,,
effect_1,effect_1_rec_004,recommendation,0.9,"Entrusting the collective entirely with the task of controlling, instead of NVWA, could enhance the Dutch approach to the collective AES.",25,,,"entrust the collective entirely with the task of controlling, instead of NVWA",the Dutch approach to the collective AES,,,,,,,,
effect_1,effect_1_rec_005,policy_option,0.8,"Collective applications can have advantages over individual applications in terms of transaction costs... However, collective applications could also lead to additional transaction costs, when, for example, there is no trust or a lack of communication between parties in a joint application.",27,,,,,,,,,,,,"[""advantages over individual applications in terms of transaction costs"", ""could also lead to additional transaction costs, when, for example, there is no trust or a lack of communication between parties in a joint application""]"
effect_1,effect_1_rec_006,policy_option,0.8,A comparison between the individual and collective applications to the WMP is also important because far fewer collective than individual applications have been submitted.,27,,,,,,,,,,,,
effect_1,effect_1_rec_007,policy_option,0.8,The findings on the barriers and incentives for the collective WMP application show the importance of trust for the willingness to participate.,42,,,,,,,,,,,,
effect_1,effect_1_rec_008,policy_option,0.8,A faster application procedure and more trust in the farmer community are other important factors that can encourage farmers to apply collectively.,42,,,,,,,,,,,,
effect_1,effect_1_rec_009,implementation_step,0.8,"To facilitate farmers’ collective applications in the future, a new call (VP5-16.5.2-21 Support of the Cooperation of Irrigation Communities) was opened for irrigation communities in March 2020.",30,,,open a new call (VP5-16.5.2-21 Support of the Cooperation of Irrigation Communities) for irrigation communities,farmers’ collective applications,,,,,,,,
effect_1,effect_1_rec_010,implementation_step,0.8,The WMP program currently finances up to 50% of the total project investment.,41,,,finance up to 50% of the total project investment,the WMP program,,,,,,,,
effect_1,effect_1_rec_011,expected_outcome,0.8,This implies that the WMP program does indeed involve private transaction costs.,42,,,,,,,,,,"[""the WMP program does indeed involve private transaction costs""]",,
effect_1,effect_1_rec_012,trade_off,0.8,"Although the Dutch scheme may appear successful in terms of coordination, we conclude that it carries huge private transaction costs.",25,,,,,,,,,,,,"[""huge private transaction costs""]"
effect_3,effect_3_rec_001,recommendation,0.9,Policymakers should also design the institutional setting in a way that facilitates farmer participation and engagement.,5,Policymakers,unspecified,design the institutional setting,farmer participation and engagement,,,,,,,,
effect_3,effect_3_rec_002,recommendation,0.9,It is critical that there is flexibility in relation to how the specific agri-environmental measures are implemented.,5,,,ensure flexibility in implementation,agri-environmental measures,,,,,,,,
effect_3,effect_3_rec_003,recommendation,0.9,"Including third parties in contracts is important, so as to ease the implementation of the AES, in particular in result-based schemes.",6,,,include third parties in contracts,ease the implementation of the AES,,,,,,,,
effect_3,effect_3_rec_004,recommendation,0.9,Land tenure-based contracts is an innovative contract allowing for reduced burdens and increased flexibility.,6,,,consider land tenure-based contracts,reduce burdens and increase flexibility,,,,,,,,
effect_3,effect_3_rec_005,recommendation,0.9,"There is considerable space for political discretion in relation to striking a right balance between general design templates that ensure uniformity, with tailored contracts that allow for better alignment with local conditions.",7,,,allow political discretion,balance between general design templates and tailored contracts,,,,,,,,
effect_3,effect_3_rec_006,recommendation,0.9,"Deciding about an optimal contract duration is essential; whereas longer-term contracts may provide certainty and stability, shorter contracts allow for more flexibility.",7,,,decide on optimal contract duration,balance certainty and flexibility,,,,,,,,
effect_3,effect_3_rec_007,recommendation,0.9,To achieve implementation success it is important also to engage farmers in the design process in order to create a sense of ownership of the schemes.,5,,,engage farmers in the design process,create a sense of ownership of the schemes,,,,,,,,
efi_1,efi_1_rec_001,recommendation,0.9,"Invest in the management of chemicals used in textile fibre production by avoiding or considerably reducing the use of harmful chemicals, revamping the production process, and adopting circularity to minimize the generation of toxic wastewater.",2,,,invest in the management of chemicals used in textile fibre production,textile fibre production,,,,,,,,
efi_1,efi_1_rec_002,recommendation,0.9,"Integrate man-made cellulosic fibre mills with pulp mills to improve energy self-sufficiency, given modern pulp mills produce an excess of energy from side streams and waste.",2,,,integrate man-made cellulosic fibre mills with pulp mills,man-made cellulosic fibre mills and pulp mills,,,,,,,,
efi_1,efi_1_rec_003,recommendation,0.9,"Only blend natural textile fibres, such as cotton with wood-based fibres, to help improve fibre recyclability and reduce waste.",2,,,only blend natural textile fibres with wood-based fibres,natural textile fibres and wood-based fibres,,,,,,,,
efi_1,efi_1_rec_004,recommendation,0.9,"Future studies should take into consideration the differences in properties of wood-based textile fibres and their non-wood counterparts, as well as the uncertainty in their market uptake when performing calculations on substitution factors and market projections.",2,,,future studies should take into consideration the differences in properties of wood-based textile fibres,future studies,,,,,,,,
efforte,efforte_rec_001,recommendation,0.9,Recommendation n°1: transfer knowledge and support practitioners for the implementation of the recommendations,10,,,,,,,,,,,,
efforte,efforte_rec_002,recommendation,0.9,"Recommendation n°2: determine the type of soil of the different logging sites and their potential trafficability (see table 1 and table 2). If needed, soil samples should be taken to determine the grain size distribution.",10,,,,,,,,,,,,
efforte,efforte_rec_003,recommendation,0.9,"Recommendation n°3: plan and control the traffic of the ground-based machines to limit the surface exposed to traffic-exerted stress. Adapt also the circulation plan, so as to reduce the cumulative mass driven over each extraction tracks while avoiding traffic outside of them, i.e. for forest managers reduce the length of the trails and for logging companies, optimize the loading of different products to limit traffic.",10,,,,,,,,,,,,
efforte,efforte_rec_004,recommendation,0.9,Recommendation n°4: evaluate wetness and/or soil strength of the soil before the logging operations starts (see table 1 and table 2).,10,,,,,,,,,,,,
efforte,efforte_rec_005,recommendation,0.9,"Recommendation n°5: care about impacts when driving on permanent extraction tracks. The smaller the disturbance, the better the soil drainage restoration will be.",10,,,,,,,,,,,,
efforte,efforte_rec_006,recommendation,0.9,"Recommendation n°6: prefer vehicle with the lowest wheel loads and the lowest ground contact pressures. Meanwhile, manufacturers should be encouraged to work on both key features.",10,,,,,,,,,,,,
efforte,efforte_rec_007,recommendation,0.8,"The common recommendations on terrain trafficability and knowledge-based preventing measures for efficient risk mitigation while planning forest operations, can also be applied to many other European countries with similar soil conditions and using the same operating logging systems.",20,,,,,,,,,,,,
efforte,efforte_rec_008,recommendation,0.8,An integrative European approach of both physical and nutrient protection for joint recommendations would help to reduce the risks of nutrient depletion and of physical/mechanical disturbances caused by harvesting operations.,20,,,,,,,,,,,,
efi_2,efi_2_rec_001,recommendation,0.9,"Uncover conflicting policy goals and resolve them to support carbon farming in forests (e.g. national schemes for payments for ecosystem services provide funding for lowering wood harvest, while the EU Renewable Energy Directive promotes the use of biomass for bioenergy).",2,policymakers,unspecified,uncover conflicting policy goals and resolve them,carbon farming in forests,,,,,,,,
efi_2,efi_2_rec_002,recommendation,0.9,Make activities funded by voluntary carbon markets visible in the country’s national greenhouse gas inventory to avoid double-counting.,2,policymakers,unspecified,make activities funded by voluntary carbon markets visible,national greenhouse gas inventory,,,,,,,,
efi_2,efi_2_rec_003,recommendation,0.9,Increase the attractiveness of credits from carbon farming in forestry.,2,policymakers,unspecified,increase the attractiveness of credits from carbon farming,credits from carbon farming in forestry,,,,,,,,
efi_2,efi_2_rec_004,recommendation,0.9,"In cases of high uncertainty, approaches should be more conservative.",2,policymakers,unspecified,adopt more conservative approaches,cases of high uncertainty,,,,,,,,
efi_2,efi_2_rec_005,recommendation,0.9,"It is important to determine removals conservatively, rather than using the most accurate estimates.",2,policymakers,unspecified,determine removals conservatively,carbon removals,,,,,,,,
efi_3,efi_3_rec_001,recommendation,0.9,Integrate trees into urban planning: incorporate urban tree planting and maintenance programmes into development plans and zoning regulations to ensure the preservation and expansion of tree canopy cover with benefits for biodiversity and urban citizens now and in the future.,2,policymakers,unspecified,incorporate urban tree planting and maintenance programmes into development plans and zoning regulations,urban planning and policy,,,,,,,,
