doc_id,rec_id_p1,rec_id_p2,extraction_type_p1,extraction_type_p2,extraction_type_agree,actor_type_p1,actor_type_p2,actor_type_agree,instrument_type_p1,instrument_type_p2,instrument_type_agree,geographic_scope_p1,geographic_scope_p2,geographic_scope_agree,strength_p1,strength_p2,strength_agree,policy_domain_p1,policy_domain_p2,policy_domain_agree,target_raw_p1,timeframe_p1,confidence_p1,confidence_p2,confidence_delta
besafe,besafe_rec_004,besafe_snip_001,recommendation,recommendation,True,unspecified,unspecified,True,,,False,,,False,,,False,,,False,"the support, involvement and contributions of parties",,0.9,0.9,0.0
besafe,besafe_rec_004,besafe_snip_002,recommendation,actor_responsibility,False,unspecified,unspecified,True,,,False,,,False,,,False,,,False,"the support, involvement and contributions of parties",,0.9,0.9,0.0
besafe,besafe_rec_005,besafe_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,the values and goals of the audience,,0.9,0.9,0.0
besafe,besafe_rec_007,besafe_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,constructive dialogue,,0.9,0.9,0.0
besafe,besafe_rec_008,besafe_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,arguments and interests from multiple policy levels,,0.9,0.9,0.0
besafe,besafe_rec_009,besafe_snip_001,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,all stakeholders,,0.9,0.9,0.0
besafe,besafe_rec_010,besafe_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,constructive dialogue,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_001,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_002,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_003,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_004,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_004,biodiversa_01_protected_areas_and_agricultural_changes_snip_002,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_005,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_006,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_007,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_008,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_009,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_009,biodiversa_01_protected_areas_and_agricultural_changes_snip_002,recommendation,implementation_step,False,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.8,-0.09999999999999998
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_010,biodiversa_01_protected_areas_and_agricultural_changes_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_01_protected_areas_and_agricultural_changes,biodiversa_01_protected_areas_and_agricultural_changes_rec_010,biodiversa_01_protected_areas_and_agricultural_changes_snip_002,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,policymakers,,0.9,0.9,0.0
biodiversa_02_anticipatory_governance,biodiversa_02_anticipatory_governance_rec_002,biodiversa_02_anticipatory_governance_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,,,0.9,0.9,0.0
biodiversa_02_anticipatory_governance,biodiversa_02_anticipatory_governance_rec_004,biodiversa_02_anticipatory_governance_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,,,0.9,0.9,0.0
biodiversa_02_anticipatory_governance,biodiversa_02_anticipatory_governance_rec_005,biodiversa_02_anticipatory_governance_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_001,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,practices that enhance landscape heterogeneity,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_002,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,forest structural diversity,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_002,biodiversa_03_landscape_diversity_snip_002,recommendation,expected_outcome,False,,,False,,,False,,,False,,,False,,,False,forest structural diversity,,0.9,0.8,-0.09999999999999998
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_003,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,forests and other green infrastructures,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_004,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,awareness of nature’s significant mental health benefits,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_004,biodiversa_03_landscape_diversity_snip_002,recommendation,recommendation,True,,unspecified,False,,,False,,,False,,,False,,,False,awareness of nature’s significant mental health benefits,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_005,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,eu_institutions,False,,,False,,,False,,,False,,,False,implementation of EU commitments to plant an additional 3 billion trees,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_006,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,rivers and riparian areas from antimicrobial resistance,,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_007,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,"diverse forests with a diversity of tree species, ages, and sizes",,0.9,0.9,0.0
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_007,biodiversa_03_landscape_diversity_snip_002,recommendation,expected_outcome,False,,,False,,,False,,,False,,,False,,,False,"diverse forests with a diversity of tree species, ages, and sizes",,0.9,0.8,-0.09999999999999998
biodiversa_03_landscape_diversity,biodiversa_03_landscape_diversity_rec_008,biodiversa_03_landscape_diversity_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,mixed species stand of forests and other green infrastructures,,0.9,0.9,0.0
biodiversa_04_biodiversity_services,biodiversa_04_biodiversity_services_rec_001,biodiversa_04_biodiversity_services_snip_001,recommendation,recommendation,True,,,False,,,False,,,False,,,False,,,False,,,0.9,0.9,0.0
biodiversa_04_biodiversity_services,biodiversa_04_biodiversity_services_rec_001,biodiversa_04_biodiversity_services_snip_002,recommendation,expected_outcome,False,,,False,,,False,,,False,,,False,,,False,,,0.9,0.8,-0.09999999999999998
